,Energy,Momentum
169,-18.742004847339267,5.497787143782138
170,-18.597653872465152,5.497787143782138
171,-18.53265221934693,5.497787143782138
172,-18.479031160249935,5.497787143782138
173,-18.350691980688136,5.497787143782138
174,-18.3078566679213,5.497787143782138
175,-18.24784586323309,5.497787143782138
176,-18.243400027975476,5.497787143782138
177,-18.21360864989003,5.497787143782138
178,-18.175696660322064,5.497787143782138
179,-18.10149857120793,5.497787143782138
180,-21.080822059821145,0.39269908169872414
181,-20.53401073546298,0.39269908169872414
182,-20.089776668032123,0.39269908169872414
183,-20.021287304397436,0.39269908169872414
184,-19.335792407809222,0.39269908169872414
185,-19.085596963985978,0.39269908169872414
186,-19.045150370713003,0.39269908169872414
187,-18.842151789160287,0.39269908169872414
188,-18.7848987944025,0.39269908169872414
189,-18.729353816802195,0.39269908169872414
190,-18.72434750365159,0.39269908169872414
191,-18.591116711939506,0.39269908169872414
192,-18.532703338212126,0.39269908169872414
193,-18.48718616606068,0.39269908169872414
194,-18.34903301562121,0.39269908169872414
195,-18.330457391220147,0.39269908169872414
196,-18.202047131573785,0.39269908169872414
197,-18.176758965265925,0.39269908169872414
198,-18.04699568176337,0.39269908169872414
199,-18.034102834985614,0.39269908169872414
200,-20.35458885227223,0.7853981633974483
201,-20.352175918142585,0.7853981633974483
202,-20.33599053846635,0.7853981633974483
203,-19.788395928617998,0.7853981633974483
204,-19.38700753792926,0.7853981633974483
205,-19.368160322595266,0.7853981633974483
206,-19.003154377544455,0.7853981633974483
207,-18.991942539564217,0.7853981633974483
208,-18.778910652899604,0.7853981633974483
209,-18.742004847339285,0.7853981633974483
210,-18.59765387246515,0.7853981633974483
211,-18.532652219346904,0.7853981633974483
212,-18.479031160249903,0.7853981633974483
213,-18.350691980688058,0.7853981633974483
214,-18.307856667921314,0.7853981633974483
215,-18.247845863233046,0.7853981633974483
216,-18.24340002797551,0.7853981633974483
217,-18.21360864989003,0.7853981633974483
218,-18.175696660322053,0.7853981633974483
219,-18.10149857120796,0.7853981633974483
220,-19.86028712466239,1.1780972450961724
221,-19.64966504532904,1.1780972450961724
222,-19.5711970730468,1.1780972450961724
223,-19.557452937300365,1.1780972450961724
224,-19.24907334551876,1.1780972450961724
225,-19.00380897807062,1.1780972450961724
226,-18.95393740120101,1.1780972450961724
227,-18.74207263834572,1.1780972450961724
228,-18.564130241772578,1.1780972450961724
229,-18.441192767071207,1.1780972450961724
230,-18.415431032174062,1.1780972450961724
231,-18.369628662134964,1.1780972450961724
232,-18.344045141486234,1.1780972450961724
233,-18.288383536386856,1.1780972450961724
234,-18.281525982411388,1.1780972450961724
235,-18.253722045071616,1.1780972450961724
236,-18.2095273263915,1.1780972450961724
237,-18.169530640234992,1.1780972450961724
238,-18.129116715002734,1.1780972450961724
239,-18.108565913610203,1.1780972450961724
240,-20.584535632082925,3.9269908169872414
241,-19.907850687954618,3.9269908169872414
242,-19.836412137546983,3.9269908169872414
243,-19.559012893529815,3.9269908169872414
244,-19.414836272278055,3.9269908169872414
245,-19.410694491624625,3.9269908169872414
246,-19.28452062508604,3.9269908169872414
247,-18.95675863405479,3.9269908169872414
248,-18.820267759589616,3.9269908169872414
249,-18.786830790965812,3.9269908169872414
250,-18.718280599300225,3.9269908169872414
251,-18.529180798319146,3.9269908169872414
252,-18.49792594127115,3.9269908169872414
253,-18.483036801069044,3.9269908169872414
254,-18.35080894388604,3.9269908169872414
255,-18.276750579805224,3.9269908169872414
256,-18.260574443390944,3.9269908169872414
257,-18.21356773441541,3.9269908169872414
258,-18.071515493272724,3.9269908169872414
259,-18.028808335934432,3.9269908169872414
260,-20.58453563208294,2.356194490192345
261,-19.907850687954635,2.356194490192345
262,-19.836412137547,2.356194490192345
263,-19.559012893529772,2.356194490192345
264,-19.414836272278084,2.356194490192345
265,-19.410694491624643,2.356194490192345
266,-19.284520625086078,2.356194490192345
267,-18.95675863405476,2.356194490192345
268,-18.820267759589612,2.356194490192345
269,-18.786830790965876,2.356194490192345
270,-18.718280599300257,2.356194490192345
271,-18.52918079831914,2.356194490192345
272,-18.497925941271184,2.356194490192345
273,-18.483036801069066,2.356194490192345
274,-18.35080894388601,2.356194490192345
275,-18.27675057980524,2.356194490192345
276,-18.260574443390926,2.356194490192345
277,-18.213567734415435,2.356194490192345
278,-18.071515493272717,2.356194490192345
279,-18.028808335934425,2.356194490192345
280,-21.0808220598211,5.890486225480862
281,-20.534010735463244,5.890486225480862
282,-20.089776668032194,5.890486225480862
283,-20.021287304397482,5.890486225480862
284,-19.33579240780928,5.890486225480862
285,-19.085596963985996,5.890486225480862
286,-19.04515037071304,5.890486225480862
287,-18.84215178916033,5.890486225480862
288,-18.784898794402533,5.890486225480862
289,-18.729353816802238,5.890486225480862
290,-18.724347503651654,5.890486225480862
291,-18.591116711939545,5.890486225480862
292,-18.532703338212126,5.890486225480862
293,-18.487186166060592,5.890486225480862
294,-18.349033015621238,5.890486225480862
295,-18.330457391220154,5.890486225480862
296,-18.202047131575647,5.890486225480862
297,-18.176758965558392,5.890486225480862
298,-18.046995681763384,5.890486225480862
299,-18.034102834985617,5.890486225480862
300,-21.380099425720726,2.748893571891069
301,-20.298259048422956,2.748893571891069
302,-20.17639662356696,2.748893571891069
303,-19.894227489490714,2.748893571891069
304,-19.49603861794082,2.748893571891069
305,-19.428268506541375,2.748893571891069
306,-19.215292843424002,2.748893571891069
307,-19.151453013677276,2.748893571891069
308,-19.007049381796204,2.748893571891069
309,-18.881980730798876,2.748893571891069
310,-18.751045349634335,2.748893571891069
311,-18.710691931401218,2.748893571891069
312,-18.646710899241743,2.748893571891069
313,-18.577141635481418,2.748893571891069
314,-18.189517675324897,2.748893571891069
315,-18.108815468227398,2.748893571891069
316,-18.05677415912015,2.748893571891069
317,-18.049053022254682,2.748893571891069
318,-18.005197307904446,2.748893571891069
319,-17.984643596800808,2.748893571891069
